,similarity
flu have signs the you,2.2676809181885518
infections staff,2.4826242862830714
adults in measles symptoms,2.3126396972154213
cancer cervical symptoms,2.324419696451247
allergies food symptoms,2.6985243485465773
disease thyroid,2.4058751643154106
prescription tamiflu,2.383250927018105
are contagious infections sinus,2.3286834113895147
bacterial causing fever infections recurrent,2.6148686813008934
disease sinus,2.5176691207750292
fever reduce,2.521746815188782
jc virus,2.1736581030935667
diseases respiratory system,2.300889893930263
causes fever hemorrhagic of viral,2.1883462385445287
and cold flu nighttime,2.814562780156678
contagious tonsillitis,2.4520390687552043
cow stomach,2.4263613135657165
fever no,2.355973487195936
chan ebola,1.88937476868441
rash viral,2.1181739226621215
flu how stop the to,2.1910834376044956
veterinary,2.414960370827192
bladder infection of symptoms,2.61113657472858
fever remedy,2.6588433683086685
disease lyme rash,2.413124315640809
best flu for medicine the,2.5025753044952705
of symptoms tb,2.2770582385934603
are contagious flu how long you,2.2753904567165195
bacterial chest infection,2.664356940868295
doctor plague,2.3281702571203553
rota virus,2.2524411884819084
fever low,2.48948836150973
causes infection kidney,2.502081635275645
fever symptoms valley,2.7021281402015114
cancer colorectal symptoms,2.2780671306748346
best flu medicine otc,2.74153836795162
chronic disease lung,2.350474746529054
flu is over season when,2.3048753681442857
avoid flu how the to,2.2253444213771645
symptoms tumor,2.449416900979117
bacterial meningitis,2.426441470932568
clinics health,2.387544575005027
cough for vaccine whooping,2.3492992702885633
fever tick,2.599699401743143
cmv infection,2.6872494527612165
brain cancer symptoms,2.273201344406655
effects meningitis side vaccine,2.337628658752519
dogs symptoms,2.471752935377516
flu for how test to,2.3465186138102334
causing fever medications,2.6533934740912284
can cats flu get the,2.329030580318768
can catch dogs flu the,2.388339859611133
herpes,2.1145065121600686
deadly diseases most,2.0547003932171255
eating flesh virus,2.2661494760519685
asus burung flu,2.6968813738086053
contagious flu how is long stomach the,2.33267701665451
can dogs flu get the,2.3278349770488997
flu jab sainsburys,2.8538833056258928
hiv statistics,1.976834938419416
check symptoms,2.23926215222389
fever remedies,2.6491266636517037
bladder infections,2.648491109452251
pox small vaccine,2.228515647462066
cancer symptoms throat,2.4343825164545465
a and b flu,2.6803266468359483
flu have if the you,2.227327390663243
disease fifth,2.098453022552902
aids test,2.118439974437065
cough in tuberculosis,2.2962287106476964
early hiv of symptoms,2.3409910507300404
listeria symptoms,2.5354763718584192
cancer of symptoms,2.2126032977394363
disease of symptoms thyroid,2.386480482856919
flu have the when you,2.229707733902315
allergy food symptoms,2.6652759503908383
cancer skin symptoms,2.282898533538412
acute bronchitis contagious is,2.2676978296923425
do dogs flu get the,2.3463589890892034
blood poisoning symptoms,2.469014698800235
africa ebola,1.887072424992083
disease metastatic,2.2338079879869426
anemia symptoms,2.5354763718584192
infection skin staph,2.50450574263223
infection mrsa skin,2.5397727875850786
rabies shot,2.2383689713909067
pneumonia spell,2.2667108282390047
effectiveness tamiflu,2.02968303364469
ebola of symptoms the,2.0812446096476642
childhood vaccinations,2.1937542708996536
allergies seasonal,2.6530448704872076
flu get how the to,2.2476787034663226
dpt vaccine,2.1910437936342504
herpes of symptoms,2.281167286527406
causes of pneumonia,2.1953654273307643
bronchial infection,2.6872494527612165
flu incubation of period the,2.3229788860220126
disease in mexico,2.1380834836799942
health problems,2.3102387661919086
gonorrhea symptoms,2.5354763718584192
airborne disease,2.205198531699601
cough fever with,2.6252713326257364
does end flu season when,2.301766428907237
disease monkey,2.1379459407525925
about ebola,1.8734575387004413
acute leukemia,2.3529845415600708
cancer kidney symptoms,2.346663859011318
baby fever,2.716167942998433
contagious flu is longer no the when,2.1650631169062806
cancer prevention,2.127952502348896
tb testing,2.176725274639907
effects flu of side the,2.3246601840165124
shingles symptoms,2.6127840252119743
foot hand mouth virus,2.2555869730494793
leprosy symptoms,2.5354763718584192
eye symptoms,2.4104726516283317
conjunctivitis contagious,2.0356194655217
infected special,2.188373843916776
diego flu san,2.5942127257833083
gastroenteritis,1.998667554963358
diseases foot,2.3231099585951163
cancer oral symptoms,2.2953769608674186
concerns health,2.223173521129556
of symptoms,2.2839673212779776
c hepatitis symptoms,2.4923021829192726
stomach symptoms ulcer,2.663237266597256
common diseases,2.091788629367557
can flu how last long,2.3351242400235646
flu get how over to,2.328794464320882
fever recurrent,2.7364772677582385
norovirus spread,2.179881841327548
hamstring strain,2.4429187692451
burung di flu indonesia,2.5071037370452443
fever prolonged,2.7408209992796473
bad flu how is the,2.2017749386718393
disease ms,2.219803862635394
lymphoma symptoms,2.5354763718584192
measles the,2.0217283374851402
cancer drugs,2.0658244977988742
health liver,2.471337795556696
effects flu of shot side,2.43398612683887
symptoms the,2.226960371542696
ear infection treatment,2.627949060571562
chronic disease wasting,2.1860016568598013
symptoms tonsillitis,2.7069011777001166
disease pulmonary,2.2338079879869426
foodborne illness,2.383179664766497
infection sinus treatment,2.7583778055021133
cough fever high,2.6011099978020398
advil and cold flu,2.8278810136704835
are flu how many of strains there,2.1621609222960787
are influenza of symptoms the what,2.017845757461252
flu for take to what,2.279144481755186
for pneumonia treatment,2.495359715030746
cut infected,2.1898734835361178
for incubation influenza period,2.238481663783887
is pandemic what,1.873893239556204
bone disease,2.2906912814998672
does flu how last long,2.3340732924771244
are flu of symptoms the the what,2.1467004679397186
antibiotics chest for infection,2.7390810827029446
nora virus,2.2070531815837358
infection medication yeast,2.6899824252086457
flu for meds the,2.6195604517817164
herpes oral symptoms,2.382430288038213
diseases genetic,2.13627535714765
flu from how recover to,2.38196857942024
a cold flu jab with,2.8135379614391165
fatigue symptoms,2.5353430047391377
flu for incubation period the,2.4055909435846154
does fever flu how last long with,2.455700377480293
hiv information,1.9725062043100345
infection of signs,2.284813974455611
cat fever scratch symptoms,2.6421672932589524
pox,2.3328618781201174
fever temperature,2.687983064333412
babies in pneumonia,2.425314936505813
breast health,2.2811870404345935
allergies of symptoms,2.501806188777096
do flu have i the,2.2985339885836837
b hepatitis schedule vaccine,2.304316429990213
health related,2.0972804403333574
liver problems symptoms,2.5305998318567773
fever pregnant when,2.3379056924961596
concussion symptoms,2.526808843117289
chronic disease kidney,2.3778271927589674
coli,2.1432981218498455
chronic infection sinus,2.7495028652198767
flu getting how prevent the to,2.238294536129697
gallbladder infection,2.6872494527612165
contagious laryngitis,2.0356194655217
are chickenpox contagious,1.92408869933067
flu getting of rid the,2.337778257694948
antibiotic,2.372590653239628
allergy medication,2.696569485587389
bug symptoms vomiting winter,2.6862150262209132
kidney symptoms,2.5371229594171387
chickenpox of symptoms,2.2839673212779776
aids awareness,2.0109184598602114
and cold flu nurofen,2.78637731761052
poisoning,2.270939762355245
disease names,1.9940345614449557
a flu is type what,2.1732731150889135
of symptoms tetanus,2.2839673212779776
and cold flu vicks,2.8187125135621627
infection of symptoms yeast,2.5214278254611764
are contagious flu the when with you,2.16432341606447
die flu from how many people,2.126761100419713
and cold daytime flu,2.812755518967831
allergy medicines,2.6054028938527973
disease lupus,2.243684432219929
children for vaccine,2.1899420376370773
flu for medicine take the to,2.412178913218031
salmonella treatment,2.348896318592946
allergy cough,2.658329879885787
flu meds otc,2.916587969922253
chicken of pox symptoms,2.4020867041200993
asthma medication,2.6595536453810373
dog fever,2.6114202323255307
a incubation influenza period,2.2323880580682194
disease foot hand mouth symptoms,2.385062073900456
flu get of rid the,2.3190921004832927
flu get how many people the,2.114798228749688
hpv in virus women,2.073960306414149
children in of pneumonia symptoms,2.3309102992973294
flu how is long season,2.3438035052733817
contagious period,2.123130009228481
adults in of pneumonia symptoms,2.3351329829782945
cancer pancreatic symptoms,2.2540376694113133
heart symptoms,2.408671960919711
enterovirus,1.998667554963358
chicken pox treat,2.394601149102156
ebola is,1.9045560632732008
a fever treat,2.663893607688053
acute children fever in,2.4359184726942082
flu out sweat the,2.4335540420508566
herpes testing,2.193906112050576
depression respiratory,2.4057454589803715
care health,2.2222079220544613
migraine symptoms,2.719279318252439
children in meningitis symptoms,2.3817112368747155
causes pneumonia what,2.078531722700327
flu is shot the what,2.162171880110877
hpv is virus what,1.9476087497834123
dtap vaccine,2.1754738763494195
liver problem symptoms,2.5234874441005446
adults in meningitis symptoms,2.3884801464812577
fever relief,2.6461206342072914
effects flu jab of side,2.511310034219474
fever highest,2.388716469943501
shingles the vaccine,2.1399601726541824
bite cat infection,2.549440346285924
of pneumonia symptoms walking,2.4396276575201794
flu for late shot too,2.6290344224479916
b flu is type what,2.1732731150889135
flu for home remedies the,2.575589753062158
cholera haiti,1.9773381390333564
autoimmune disease,2.2338079879869426
flu is safe shot the,2.331077617890679
cancer ovarian symptoms,2.310238055972251
causes children fever in infectious of respiratory,2.2781029784419538
flu for natural remedies the,2.4250121883120133
health prostate,2.3033191543531357
counter flu for medicine over the,2.4328937591290294
free hiv testing,2.1169184572994393
dosage tamiflu,2.4497404915045884
conjunctivitis symptoms,2.5354763718584192
do flu how the treat you,2.24256308409523
cdc travel,2.070942961286447
diseases rare,2.1237770033372416
fever high,2.4922963695485714
antibiotics taking,2.510848652011338
asthma of symptoms,2.454009541882405
diagnosis from symptoms,2.3930336520760327
bladder infection treatment,2.719176932484949
acute failure respiratory,2.3546356452749206
cancer of stomach symptoms,2.3563766201773726
fast flu get over the,2.374254826633551
diseases lung,2.3226461101958913
been sick,2.325036966569429
angeles flu in los,2.359076752786234
allergy cat symptoms,2.618624790762357
disease rhesus,2.2338079879869426
finger infection,2.4845848798933363
diabetic symptoms,2.5692144975433213
around cold going virus,2.4547845410923754
cough deaths whooping,2.29265323137216
illness mental,2.3078773716240337
information shingles vaccine,2.177055671154759
deadliest diseases,2.102147853468442
std symptoms,2.4216965859155293
anxiety health,2.4615985319238836
symptoms temperature,2.5718304680821107
and bronchitis pneumonia,2.5648621454571603
does flu how last long stomach,2.445178948191308
antibiotics for infection sinus,2.7784411828344657
100 fever,2.4234683493811735
coli e infection,2.5877898469492586
contagious is pneumonia walking,2.238496966231575
cvs flu pharmacy shots,2.672661171803197
gluten symptoms,2.4251166322081583
clinical depression symptoms,2.4266295959332793
adults ear in infection symptoms,2.5569905057850346
cancer symptoms thyroid,2.380072384059517
children in pneumonia,2.301936739044594
causing diseases fever zoonotic,2.4976561898976812
allergy egg symptoms,2.5299336761570346
diagnosis,2.33513668365956
allergies,2.696652391410891
jaundice symptoms,2.5354763718584192
bronchial pneumonia,2.632718677045586
ingredients tamiflu,2.1837324242222436
farms health,2.263353725787653
for symptoms,2.4374928191700334
als disease,2.108076982482077
infection yeast,2.605463394563547
disease gallbladder of symptoms,2.299781818559998
effective flu how is shot the,2.176010165773783
bipolar disease,2.1892124980884424
disease muscle,2.320659981113164
of pneumonia signs,2.180952571926055
asthma attack symptoms,2.484477971274922
colon diseases,2.2086305256797005
schedule vaccination,2.3810654768388164
contagious sinusitis,2.0356194655217
diarrhea medicine,2.5333317637369848
cancer mouth of symptoms,2.227602838042048
cost tamiflu,2.025507244753751
prevention,2.2148185199124715
acute distress respiratory syndrome,2.414321577026384
chicken pox,2.349006172924316
can dogs flu from get humans the,2.246917419945893
hiv in symptoms women,2.165857427219599
causes fever gastrointestinal infectious of,2.260292421632172
meningitis rash,2.483141710082057
a fever,2.7364772677582385
bronchitis of symptoms,2.4369125511672673
infections sexually transmitted,2.174435078971061
infection thrush,2.671018634138031
cures fever,2.605777045320058
childhood diseases,2.1613333695082253
blood diseases,2.2792473745319164
bladder causes infection,2.5917026316158105
104 fever,2.6048869931369185
dog symptoms,2.50045527986531
generic tamiflu,1.7945117168183828
finger infected,2.169476468606335
fever spots,2.6628949012387495
global health,2.092580046669655
doctors,2.500632001818276
muscle strain,2.4133082581015257
food health,2.397520532507001
ebola who,1.8513309147830883
alert medical,2.1042896748604925
stroke symptoms,2.511066933016262
cost shingles vaccine,2.2443788445757233
rate respiratory,2.266581764914425
and cough fever,2.6228655685680993
fever without,2.4897744526511083
fever injection,2.7267247909683046
cow disease is mad what,1.9837552643622487
laryngitis symptoms,2.5354763718584192
contagious fever glandular is,2.3170279408504637
acute care,2.222910080833034
cause infection sinus,2.6589382660010754
fever rabbit,2.557847380418216
cold common symptoms,2.5363094996619315
cancer cure,2.112074804659475
flu how is long the,2.237753255286027
an contagious infection is respiratory upper,2.313495425265115
diarrhea treatment,2.394067525126858
a influenza is what,1.8967344657212697
cough cure,2.3930220041985697
tonsillitis viral,2.3179913134874646
meaning of pandemic,1.9662488132267097
psychosis symptoms,2.4525739667169684
gum infection,2.630311655104038
around flu going is what,2.295728419182365
antibiotics common,2.40790301794539
first health,2.2183200795068077
plague pneumonic,2.2061938437640203
are colds contagious when,2.121138067607206
fever of scarlet symptoms,2.5308611423784177
flu is jab safe the,2.405902136507646
infection mycoplasma,2.6872494527612165
for pneumonia test,2.4662672749841685
chills cough fever,2.6912800793361953
fever pregnant while,2.521445510803323
cost flu shot walgreens,2.5435418829202217
infection pseudomonas,2.6872494527612165
bronchitis fever with,2.667662924067339
best counter flu medicine over the,2.4488725669197153
headache severe,2.6598132711550924
allergy gluten symptoms,2.547662164227922
chickenpox,1.998667554963358
avoid flu getting how the to,2.251582381846208
cat eye infection,2.4926868173686305
flu how last long should the,2.25874844189236
does flu how long the,2.217697114025749
do flu for to what,2.2555443542263642
barr epstein symptoms virus,2.3607214438469266
ebola news,1.957263146479437
bronchitis contagious is,2.1788563716580684
diseases gastrointestinal,2.2260121432601148
african disease,2.0183765383817205
disease picks,2.1725059320812123
pneumonia walking,2.4400521960762642
bronchitis or pneumonia,2.4186908807184087
contagious pleurisy,2.0356194655217
fevers,1.998667554963358
cure ebola for,2.096311972791268
cancer liver of symptoms,2.3167138453282514
infection mrsa staff,2.63566182287543
tetanus,1.998667554963358
diabetes signs symptoms,2.3310749077715394
essential flu for oils,2.5918660681472985
bronchitis treat,2.518490399997804
list symptoms,2.2382555961785884
effects side vaccine,2.245860579865674
allergy dog symptoms,2.617496834611698
infection symptoms tract urinary,2.706242056976582
cold flu or quiz,2.615894933378213
hypertension symptoms,2.5354763718584192
definition disease,2.030831101027645
fever in infants,2.4681992023730848
double pneumonia,2.5178725070243124
diarrhea sickness,2.5740704190707504
disease pompe,2.2338079879869426
dysentery,1.998667554963358
are contagious flu how long with you,2.2635593292647624
neck strain,2.396551228779754
disease nile west,2.0763681267241787
after antibiotics,2.592089621771791
contagious fever is scarlet,2.3390307137015998
disease prion,2.2338079879869426
cold sore symptoms,2.8340833807099983
antibodies,1.998667554963358
but cough fever no,2.3988579294111747
tb treatment,2.328641173889794
b influenza is what,1.8967344657212697
cough of symptoms whooping,2.4181331182733503
allergy milk symptoms,2.613574926601674
norovirus of symptoms,2.4068091703282377
breast cancer of symptoms,2.226289543954873
a and b flu type,2.474937361398613
cure herpes,2.1836349003919766
fever tablets,2.8210313340833464
disease sexually transmitted,2.0637914153838324
a hepatitis of symptoms,2.3193578801959873
bone cancer symptoms,2.3240478535522833
mumps of symptoms,2.2839673212779776
brain diseases,2.226692587974926
acquired hospital infections,2.57394803743673
a infection kidney of symptoms,2.547190147309927
diphtheria,1.998667554963358
dog vaccinations,2.3431948903404236
flu get how not the to,2.2144538621734418
herpes symptoms women,2.2441230929832914
disease inflammatory,2.168320703160529
cancer stomach,2.2901894401850584
bladder cancer symptoms,2.421449848915959
chronic diarrhea,2.340138050664067
and best cold flu for medicine,2.6981147921401365
scabies symptoms,2.5354763718584192
flu for how test the to,2.2601938433304363
osteoporosis symptoms,2.5354763718584192
does flu shot the work,2.3931325121965963
fever lower,2.5562360144834773
seizures symptoms,2.572492077874387
a chest infection of symptoms,2.5958220830771292
burung ciri flu,2.7338548056738285
sepsis symptoms,2.5158522075342256
hpv in men virus,2.0740844844841573
and cold contac flu,2.78637731761052
measles spots,2.3115468246758826
cough medicine,2.6483132773993727
fever yellow,2.5717378951099965
disease lime symptoms,2.478468943894316
causes diarrhea,2.091020971490439
fast flu get of rid,2.4483080394693952
fever postpartum,2.7364772677582385
medications,2.520553080994676
polio post syndrome,2.0594294641308744
respiratory therapy,2.581136719132164
chronic fatigue symptoms syndrome,2.4485080120400045
contagious cough is whooping,2.184414513216368
fever hay severe,2.643716290715603
died flu from how many people the,2.0869131746505496
fungal infection skin,2.540086098821217
are flu of signs the what,2.0711493061758097
fever for medicine,2.697482424711239
cancer of prostate symptoms,2.2368379036075132
and of pneumonia signs symptoms,2.3075483999931286
malnutrition of symptoms,2.3153773573449663
cure for hiv,2.1545920239686827
flu how last long the will,2.282276599909895
leukemia of symptoms,2.3157769605077507
chagas disease,2.2338079879869426
complications,2.34230914481829
communicable,1.998667554963358
infections yeast,2.452708651521862
diseases eye,2.224220730129921
sinusitis symptoms,2.5354763718584192
ebola uk,1.9230636494759683
scurvy symptoms,2.5354763718584192
acute fever q,2.709171843411376
critical illness,2.2212199936495836
pregnant tamiflu while,2.2190565490573486
in infection kidney symptoms women,2.4721161797595532
drug tests,2.1815361031522627
contagious is norovirus,2.1461457661082743
cdc immunization schedule,2.18004676569005
a chest contagious infection is,2.4305454072694577
adults in measles of symptoms,2.2308196302148073
contagious strep throat,2.444114044834075
meningitis spinal symptoms,2.546594582516119
antibiotic chest for infection,2.632666141198221
bug stomach,2.557514765968553
in pregnancy vaccination,2.290702454779395
b hepatitis of symptoms,2.3193578801959873
hiv news,2.0195224253721826
cure infection yeast,2.526136862038895
cough headache,2.692771010122525
africa aids,1.8788030178914863
illness terminal,2.323683799472452
fever headache with,2.7110758858971007
beat flu how the to,2.2187481209895514
diseases skin,2.23035854558642
borne food illness,2.4188663126534866
disease guinea worm,2.2171281401023197
cancer treatment,2.194300568821884
hemorrhagic,1.998667554963358
genital herpes symptoms,2.3569643258785162
disease graves of symptoms,2.2365332540536156
conjunctivitis viral,1.879513591635372
disease foot in mouth,2.2403515311254782
fever reducing,2.5920605406550337
celiac disease of symptoms,2.299781818559998
klebsiella pneumonia,2.632718677045586
a cure fever,2.576131090811509
sick toddler,2.441393604534752
anxiety disorder symptoms,2.453977041580842
epilepsy symptoms,2.572247708486271
jab measles,2.345624964892991
bed bug symptoms,2.6867561641463125
allergy medications,2.6552567359125527
does flu how it last long,2.2825010374393826
disease gallbladder,2.2338079879869426
aids information,1.9179044854923615
causing fever infections parasitic recurrent,2.5750051423643225
disease management,2.1677897756398057
dog eye infection,2.4900034890116536
colon health,2.2822791913340574
bad chest infection,2.5990094207535033
symptoms thyroid,2.608065409216364
allergy testing,2.5225351559228244
rsv symptoms,2.5354763718584192
how pneumonia to treat,2.2454351580482785
broke fever,2.5818697548121188
are of pneumonia symptoms what,2.1566541608521863
herpes medicine,2.447566988560833
cold contagious sores,2.5455708124896645
fever glandular,2.7364772677582385
disorder eating symptoms,2.431127511494075
cdc guidelines,2.0158682592092907
die flu how many of people the,2.0675416353620784
cough for symptoms whooping,2.5370762553142723
hpv of symptoms,2.2839673212779776
sinus symptoms,2.718016650871588
headache migraine symptoms,2.746651289021159
fever hay medication,2.759807334507497
babies fever in,2.5090509217336128
asthma medications,2.629219135294433
cancer mouth,2.0928982153958273
chronic fatigue symptoms,2.5105079370724392
and between cold difference flu,2.538756431540022
cancer leukemia,2.098380060194878
health products,2.2520406640394968
75 tamiflu,1.966165003092336
frostbite symptoms,2.5617164240719617
dengue el,2.0139916533225253
cough fever hay,2.6868028148901386
liver pain symptoms,2.6916170680329166
can flu how last long the,2.2456704708493973
mosaic tobacco virus,2.2071411650354
flu get how over the to,2.2420894140482495
flu have i jab should the,2.351499647241594
cushing disease,2.2338079879869426
after exposure flu how long to,2.349111488608187
hospital patient,2.562127580343597
dtp vaccine,2.1754738763494195
infection medicine yeast,2.689329708796387
ear infant infection,2.575813395607148
diagnosis for nursing pneumonia,2.5394895859427673
break fever,2.654317863468495
ebola how is spread,1.865198611917371
allergy,2.5942795079410037
stds symptoms,2.4350917534526992
hiv in men symptoms,2.171584488168089
health markets,2.2941746846443305
nhs pneumonia,2.4762649586594243
menopause symptoms,2.5130072057419888
africa disease in,2.074533755504242
concussion mild symptoms,2.5688556248692054
fever no vomiting,2.4670292895473107
herpes treatment,2.3079240975311777
pleurisy symptoms,2.5354763718584192
disease gaucher,2.2338079879869426
die flu from how many people the,2.0793542509932577
b symptoms,2.5354763718584192
a infection of sinus symptoms,2.635281587443857
flu for take the to what,2.200721740736916
fever in pregnancy,2.501517855490717
malaria prophylaxis,2.2130504619754916
animal hospitals,2.199670459680481
infection tooth,2.659011997030381
acute appendicitis,2.4906343877359425
does flu how last long the,2.239284501656875
melanoma of symptoms,2.2839673212779776
diseases kidney,2.347961197502105
acute stress,2.4284493142495536
cancer lung of symptoms,2.2733585243099004
health priority,2.227859562921146
getting sick,2.356680686001055
flu from how recover the to,2.283782470190622
chronic cough,2.496959942525429
asperger disease,2.2338079879869426
infection treatment yeast,2.60622089495582
arthropod causing fever viruses,2.483064370496171
mechanism tamiflu,2.0040264013263287
cdc zombie,2.019552390355442
mmr the vaccine,2.0814355400622806
dogs in infection staph,2.4458850845943183
allergy symptoms wheat,2.6162053482660546
does flu how live long on surfaces virus,2.2545572969032563
causes ebola what,1.8481482544880008
diagnosis symptom,2.3798798038121354
come does flu from the where,2.195608882877476
chicken pox treatment,2.45448045765647
bug killer,2.3062494186760985
cough diagnosis whooping,2.4627248642344153
allergic reaction symptoms,2.371674152169694
bug sickness,2.639938661758307
strep symptoms throat,2.6061785415497565
cough mild,2.5536694468106265
and autism vaccines,2.1091348530275167
cancer colon of symptoms,2.2126804776360585
asthma,2.5518684133452285
disease rickets,2.2338079879869426
health nurse,2.503195523045579
food of poisoning symptoms,2.4180515704585805
herpes mouth,2.137333757372517
health in,2.2039030513343203
a contagious infection is sinus,2.478457655315974
at cvs flu shot,2.5304785998878314
child fever has,2.2931401020443887
child health,2.227727818946093
mycoplasma pneumonia,2.632718677045586
measles uk,2.087684607641048
ebola facts,1.7991240574743954
breast cancer prevention,2.1570685685848687
days does flu how last many the,2.225040548343485
of strep symptoms,2.368929562702042
diseases heart,2.240376445942354
clinic health,2.446179122974295
counter flu for medicine over the the,2.314777968571632
ipv vaccine,2.1754738763494195
alcohol poisoning symptoms,2.5258945124899603
diabetes of symptoms,2.3202504641225206
cold of symptoms,2.522872541175464
infection male symptoms yeast,2.5092978401150283
disease heart statistics,2.1564318856410587
cancer symptoms testicular,2.2716365359983253
cancer hpv,2.0393801509796194
and infections signs sinus symptoms,2.5080014023565886
health statistics,2.1356500843962793
drug testing,2.106217527410297
infection respiratory tract upper,2.6573906258637146
diseases incurable,2.2227271650926834
cancer cervical of symptoms,2.2629366450004245
allergies food of symptoms,2.544833108544376
ear infection inner symptoms,2.593299270777406
price tamiflu,2.0700245441780165
an ear infection of symptoms,2.427870405917144
have i pneumonia,2.3577941606038597
flu get shot the to where,2.273349334282727
mrsa of symptoms,2.3481686962561974
chills fever,2.6243781763303815
infected tooth,2.3957738551312424
brain health,2.273204454011067
adhd symptoms,2.4427147624336714
antibiotic for infection sinus,2.678727228392463
allergy mold symptoms,2.6484608871794717
does flu how last long stomach the,2.3441824719564197
health one,2.1723344827649536
cold severe,2.6513958082247107
fever food poisoning with,2.573521374358785
bowel disease inflammatory symptoms,2.3672728009867563
fever rheumatic,2.7364772677582385
a and b influenza,2.1855265785121727
bpd symptoms,2.488876810132042
fever scarlet,2.6314578962694144
causes infection yeast,2.4643077455752285
ptsd symptoms,2.473334058395737
and bacteria viruses,2.201896967306178
get sick,2.3113473997723646
a bladder infection of symptoms,2.61113657472858
does how influenza last long,2.0754486858636545
effects hpv side vaccine,2.245860579865674
aids sleeping,2.2544357823808983
canavan disease,2.2338079879869426
diabetes pre symptoms,2.5121809323143216
index pneumonia severity,2.337267212842839
died flu from have how many people the,2.0916173096037065
a flu get i shot should,2.466970438736522
tamiflu uk,1.952136186589891
auto disease immune,2.2593998086959837
ear infection remedies,2.6314936212675373
of symptoms ulcer,2.4135394762843463
of symptoms vomiting,2.3988784038581974
cancer treatments,2.2151773724869
brain cancer of symptoms,2.2212278975944515
effects flu jab of side the,2.3708394621501285
chicken mild pox,2.4385905088725903
children fever in,2.3876053043648673
herpes mild,2.3059732408841156
infection remedies sinus,2.745059506115206
babies cough in symptoms whooping,2.5112331628903686
feline leukemia symptoms,2.4666353403779127
adults fever in,2.3970564269806407
cold fever with,2.7159634791803975
a infection sinus treat,2.7844699486963873
fever periodic syndrome,2.4118797557709226
disease liver of signs,2.1970059195826996
contracting,2.235197538589578
for pneumonia remedies,2.5244322926227163
catch do flu how the you,2.2395749636489457
hangover symptoms,2.68996485120349
of symptoms syphilis,2.2914135131809363
canada health,2.180900047271257
mold symptoms,2.5300939691904216
kidney problem symptoms,2.4697176013998363
diarrhea vomiting,2.3999609205766577
in pregnancy tamiflu,2.203082649217836
effective is tamiflu,1.954180325474157
cancer of symptoms throat,2.360121922214972
a can dog flu get the,2.3403223349265003
fever sore throat,2.857941698011393
eye health,2.2757181552185695
a does flu how last long,2.3340732924771244
do flu get how the you,2.2095657826531565
flu smoking the weed with,2.313227135188253
aging disease,2.20613705983769
cancer melanoma,2.0393801509796194
contagious is mrsa,2.0774279982763315
cancer of skin symptoms,2.2318262002494644
infection treatments yeast,2.646593338728778
disease gum,2.2847238341157015
ms symptoms,2.454464042640814
cats in rabies,2.2157022671909323
communicable diseases non,2.102474004793178
adults ear in infection of symptoms,2.4425578390878644
anxiety of symptoms,2.4061665239757053
neurological symptoms,2.5513324463772658
fever kids,2.5586784662155524
norovirus prevention,2.436328230405593
heart problem symptoms,2.3760012054994264
flu get how of rid to,2.291096599422395
infection septic,2.6020716915377973
atypical depression,2.2379791183378606
bladder in infection symptoms women,2.524381610047303
celiac diagnosis disease,2.319436447448952
seizure symptoms,2.4673641615525415
chest cold symptoms,2.7654085429160684
diego flu in san,2.4701642084812896
cause diarrhea,2.170132571071194
of pneumonia types,2.1601824841702126
disease mitochondrial,2.1979807274069096
bubonic plague the,2.0245985112354763
cancer liver,2.232128987134293
exhaustion symptoms,2.5934227356451993
are contagious flu how long the with you,2.1947036918156777
adults fever in scarlet symptoms,2.525585595793386
hospitals,2.354098619085395
baby ear infection,2.650567416584559
101 fever,2.516760212544172
aids cure for,2.129079612483682
facts hiv,1.8500738612274246
adults asthma in symptoms,2.450822657473363
autism of symptoms,2.252080416248192
dogs in rabies,2.214217678137812
uk vaccinations,2.1383534298579345
contagious flu how is long someone the with,2.1522344495056447
diseases dog,2.2798828152994224
acute chest syndrome,2.4385960589722826
disease hodgkins,2.2338079879869426
contraindications vaccine,2.1754738763494195
disease fabry,2.2338079879869426
cardiovascular diseases,2.289919728455356
headache sinus symptoms,2.7903487442536714
bronchitis treating,2.4708514054328266
hemophilia symptoms,2.5354763718584192
a b influenza or,2.0185810430856046
anemia chronic disease of,2.194448946225905
adults in meningitis of symptoms,2.2849180160237244
prophylaxis tamiflu,1.998667554963358
eyelid infection,2.550622656788193
diabetes medication,2.5148086008831343
alcohol allergy symptoms,2.652560691615384
associated causing fever infections rash with,2.4823250175696554
cancer kidney of symptoms,2.28391493938777
cat disease scratch,2.281665084992073
flu game jordan michael,2.3911090667382338
disease kidney stages,2.345873218288076
disease dogs in lyme,2.2626696614275557
anxiety attack symptoms,2.435848116043443
hiv of signs,1.961211268856348
ailments,2.5556076124005487
down symptoms syndrome,2.439922047225545
a flu get shot to where,2.381803864380742
aids in men symptoms,2.1558022099329115
causes chronic diarrhea,2.2016083432093394
allergy corn symptoms,2.593002502848817
bug winter,2.5233469751060773
bleeding symptoms ulcer,2.5645551699080062
diseases what,1.9903957320575862
adults in measles,2.136123250868994
chronic disease fund,2.2442651879970636
alka flu seltzer,2.9161847233024982
cough whooping,2.400632125335026
cancer doctor,2.1807605862262003
adults cough in symptoms whooping,2.4260744978548914
hiv rapid test,2.1469600286763915
cancer of oral symptoms,2.2364267896837586
dogs fever in,2.444798747068252
diabetes for symptoms,2.436626745864139
